station_cd,station_g_cd,station_name,station_name_en,station_name_k,station_name_r,line_cd,pref_cd,post,address,address_en,lon,lat,open_ymd,close_ymd,e_status,e_sort,postcode,city_en,prefecture
2200127,2200127,高麗,Koma,,,22001,11,3501255,日高市武蔵台１-１-１,Hidaka shi Musashi dai 1 - 1 - 1,139.304414,35.881982,0000-00-00,0000-00-00,0,2200127,3501255,Hidaka shi,Saitama ken
2200128,2200128,武蔵横手,Musashi yokote,,,22001,11,3501257,日高市横手字山下７５０,Hidaka shi Yokote ji sanka 750,139.280667,35.885256,0000-00-00,0000-00-00,0,2200128,3501257,Hidaka shi,Saitama ken
2200129,2200129,東吾野,Tougoya,,,22001,11,3570211,飯能市平戸２２０,Hannou shi Hirado 220,139.260281,35.892439,0000-00-00,0000-00-00,0,2200129,3570211,Hannou shi,Saitama ken
2200130,2200130,吾野,Wareya,,,22001,11,3570213,飯能市坂石町分３２６-１,Hannou shi saka Kokuchou bun 326 - 1,139.226787,35.908502,0000-00-00,0000-00-00,0,2200130,3570213,Hannou shi,Saitama ken
2200201,2200125,飯能,Hannou,,,22002,11,3570038,飯能市仲町１１-２１,Hannou shi Nakachou 11 - 21,139.318824,35.851189,0000-00-00,0000-00-00,0,2200201,3570038,Hannou shi,Saitama ken
2200202,1131708,東飯能,Higashi Hannou,,,22002,11,3570034,飯能市東町１丁目,Hannou shi Higashi chou 1 choume,139.325965,35.852928,0000-00-00,0000-00-00,0,2200202,3570034,Hannou shi,Saitama ken
2200203,2200127,高麗,Koma,,,22002,11,3501255,日高市武蔵台１-１-１,Hidaka shi Musashi dai 1 - 1 - 1,139.304414,35.881982,0000-00-00,0000-00-00,0,2200203,3501255,Hidaka shi,Saitama ken
2200204,2200128,武蔵横手,Musashi yokote,,,22002,11,3501257,日高市横手字山下７５０,Hidaka shi Yokote ji sanka 750,139.280667,35.885256,0000-00-00,0000-00-00,0,2200204,3501257,Hidaka shi,Saitama ken
2200205,2200129,東吾野,Tougoya,,,22002,11,3570211,飯能市平戸２２０,Hannou shi Hirado 220,139.260281,35.892439,0000-00-00,0000-00-00,0,2200205,3570211,Hannou shi,Saitama ken
2200206,2200130,吾野,Wareya,,,22002,11,3570213,飯能市坂石町分３２６-１,Hannou shi saka Kokuchou bun 326 - 1,139.226787,35.908502,0000-00-00,0000-00-00,0,2200206,3570213,Hannou shi,Saitama ken
2200207,2200207,西吾野,Nishi wareya,,,22002,11,3570216,飯能市吾野下ノ平５７９,Hannou shi ware Noshita no taira 579,139.202425,35.927082,0000-00-00,0000-00-00,0,2200207,3570216,Hannou shi,Saitama ken
2200208,2200208,正丸,Shoumaru,,,22002,11,3570218,飯能市坂元１６５８,Hannou shi Sakamoto 1658,139.181521,35.938324,0000-00-00,0000-00-00,0,2200208,3570218,Hannou shi,Saitama ken
2200209,2200209,芦ヶ久保,Ashi ga Kubo,,,22002,11,3680071,埼玉県秩父郡横瀬町芦ヶ久保,Saitama ken Chichibu gun Yokoze machi ashi ga Kubo,139.135982,35.976505,0000-00-00,0000-00-00,0,2200209,3680071,Chichibu gun Yokoze machi,Saitama ken
2200210,2200210,横瀬,Yokose,,,22002,11,3680072,秩父郡横瀬町横瀬４０６７,Chichibu gun Yokoze chou Yokoze 4067,139.097818,35.985548,0000-00-00,0000-00-00,0,2200210,3680072,Chichibu gun Yokoze machi,Saitama ken
2200212,2200212,西武秩父,Seibu Chichibu,,,22002,11,3680033,秩父市野坂町１-１６-１５,Chichibu shiya Sakamachi 1 - 16 - 15,139.083548,35.990061,0000-00-00,0000-00-00,0,2200212,3680033,Chichibu shi,Saitama ken
2200301,2200301,小竹向原,Kotake Mukaihara,,,22003,13,1760004,東京都練馬区小竹町二丁目16-15,Tokyo to Nerima ku Kotake chou ni choume 16 - 15,139.678572,35.743803,0000-00-00,0000-00-00,0,2200301,1760004,Nerima ku,Tokyo to
2200302,2200302,新桜台,ShinSakuradai,,,22003,13,1760002,練馬区桜台１-２８-１１,Nerima ku Sakuradai 1 - 28 - 11,139.6683,35.74077,0000-00-00,0000-00-00,0,2200302,1760002,Nerima ku,Tokyo to
2200303,2200106,練馬,Nerima,,,22003,13,1760001,練馬区練馬１-３-５,Nerima ku Nerima 1 - 3 - 5,139.654368,35.737893,0000-00-00,0000-00-00,0,2200303,1760001,Nerima ku,Tokyo to
2200401,2200106,練馬,Nerima,,,22004,13,1760001,練馬区練馬１-３-５,Nerima ku Nerima 1 - 3 - 5,139.654368,35.737893,0000-00-00,0000-00-00,0,2200401,1760001,Nerima ku,Tokyo to
2200402,2200402,豊島園,Toshimaen,,,22004,13,1760001,練馬区練馬４-１６-５,Nerima ku Nerima 4 - 16 - 5,139.647979,35.742054,0000-00-00,0000-00-00,0,2200402,1760001,Nerima ku,Tokyo to
2200501,2200117,西所沢,Nishi Tokorozawa,,,22005,11,3591144,所沢市西所沢１-１１-９,Tokorozawa shi nishi Tokorozawa 1 - 11 - 9,139.455959,35.789303,0000-00-00,0000-00-00,0,2200501,3591144,Tokorozawa shi,Saitama ken
2200502,2200502,下山口,Gezankou,,,22005,11,3591145,所沢市山口１２５４-３,Tokorozawa shi Yamaguchi 1254 - 3,139.441097,35.77941,0000-00-00,0000-00-00,0,2200502,3591145,Tokorozawa shi,Saitama ken
2200503,2200503,西武球場前,Seibu kyuujou mae,,,22005,11,3591153,所沢市上山口２０９０-３,Tokorozawa shi Kamiyamaguchi 2090 - 3,139.41966,35.77093,0000-00-00,0000-00-00,0,2200503,3591153,Tokorozawa shi,Saitama ken
2200601,2200601,多摩湖,Tamako,,,22006,13,1890026,東村山市多摩湖町３-１５-１８,Higashimurayama shi Tamako chou 3 - 15 - 18,139.442747,35.765881,0000-00-00,0000-00-00,0,2200601,1890026,Higashimurayama shi,Tokyo to
2200602,2200602,西武園ゆうえんち,Seibuen yuuen chi,,,22006,11,3591145,所沢市山口２９３９,Tokorozawa shi Yamaguchi 2939,139.440166,35.769042,0000-00-00,0000-00-00,0,2200602,3591145,Tokorozawa shi,Saitama ken
2200603,2200503,西武球場前,Seibu kyuujou mae,,,22006,11,3591153,所沢市上山口２０９０-３,Tokorozawa shi Kamiyamaguchi 2090 - 3,139.41966,35.77093,0000-00-00,0000-00-00,0,2200603,3591153,Tokorozawa shi,Saitama ken
2200701,2200701,西武新宿,Seibu Shinjuku,,,22007,13,1600021,新宿区歌舞伎町１-３０-１,Shinjuku ku Kabukichou 1 - 30 - 1,139.7,35.696254,0000-00-00,0000-00-00,0,2200701,1600021,Shinjuku ku,Tokyo to
2200702,1130210,高田馬場,Takadanobaba,,,22007,13,1690075,東京都新宿区高田馬場一丁目35-2,Tokyo to Shinjuku ku Takadanobaba ichi choume 35 - 2,139.703715,35.712677,0000-00-00,0000-00-00,0,2200702,1690075,Shinjuku ku,Tokyo to
2200703,2200703,下落合,Shimoochiai,,,22007,13,1610033,新宿区下落合１-１６-１,Shinjuku ku Shimoochiai 1 - 16 - 1,139.695391,35.715846,0000-00-00,0000-00-00,0,2200703,1610033,Shinjuku ku,Tokyo to
2200704,2200704,中井,Nakai,,,22007,13,1610032,新宿区中落合１-１９-１,Shinjuku ku Nakaochiai 1 - 19 - 1,139.686967,35.715106,0000-00-00,0000-00-00,0,2200704,1610032,Shinjuku ku,Tokyo to
2200705,2200705,新井薬師前,Arai yakushi mae,,,22007,13,1640002,中野区上高田５-４３-２０,Nakano kujou Takada 5 - 43 - 20,139.672582,35.715778,0000-00-00,0000-00-00,0,2200705,1640002,Nakano ku,Tokyo to
2200706,2200706,沼袋,Numabukuro,,,22007,13,1650025,中野区沼袋１-３５-１,Nakano ku Numabukuro 1 - 35 - 1,139.663841,35.719458,0000-00-00,0000-00-00,0,2200706,1650025,Nakano ku,Tokyo to
2200707,2200707,野方,Nokata,,,22007,13,1650027,中野区野方６-３-３,Nakano ku Nogata 6 - 3 - 3,139.652733,35.719658,0000-00-00,0000-00-00,0,2200707,1650027,Nakano ku,Tokyo to
2200708,2200708,都立家政,Toritsu kasei,,,22007,13,1650032,中野区鷺宮１-１６-１,Nakano ku Saginomiya 1 - 16 - 1,139.644839,35.722313,0000-00-00,0000-00-00,0,2200708,1650032,Nakano ku,Tokyo to
2200709,2200709,鷺ノ宮,Sagi no miya,,,22007,13,1650032,中野区鷺宮３-１５-１,Nakano ku Saginomiya 3 - 15 - 1,139.63892,35.722605,0000-00-00,0000-00-00,0,2200709,1650032,Nakano ku,Tokyo to
2200710,2200710,下井草,Shimoigusa,,,22007,13,1670022,杉並区下井草２-４４-１０,Suginami ku Shimoigusa 2 - 44 - 10,139.624688,35.723852,0000-00-00,0000-00-00,0,2200710,1670022,Suginami ku,Tokyo to
2200711,2200711,井荻,Iogi,,,22007,13,1670022,杉並区下井草５-２３-１５,Suginami ku Shimoigusa 5 - 23 - 15,139.615303,35.72469,0000-00-00,0000-00-00,0,2200711,1670022,Suginami ku,Tokyo to
2200712,2200712,上井草,Kamiigusa,,,22007,13,1670023,杉並区上井草３-３２-１,Suginami ku Kamiigusa 3 - 32 - 1,139.602937,35.725326,0000-00-00,0000-00-00,0,2200712,1670023,Suginami ku,Tokyo to
2200713,2200713,上石神井,Ue Shakujii,,,22007,13,1770044,練馬区上石神井１-２-４５,Nerima kujou Shakujii 1 - 2 - 45,139.592266,35.726189,0000-00-00,0000-00-00,0,2200713,1770044,Nerima ku,Tokyo to
2200714,2200714,武蔵関,Musashizeki,,,22007,13,1770051,練馬区関町北２-２９-１,Nerima ku Seki machi kita 2 - 29 - 1,139.576417,35.7276,0000-00-00,0000-00-00,0,2200714,1770051,Nerima ku,Tokyo to
2200715,2200715,東伏見,Higashifushimi,,,22007,13,2020021,西東京市東伏見２-５-１,Nishi Tokyo shi Higashifushimi 2 - 5 - 1,139.563529,35.728761,0000-00-00,0000-00-00,0,2200715,2020021,Nishi Tokyo shi,Tokyo to
2200716,2200716,西武柳沢,Seibu Yanagisawa,,,22007,13,2020015,西東京市保谷町３-１１-２４,Nishi Tokyo shi Houya chou 3 - 11 - 24,139.552477,35.728621,0000-00-00,0000-00-00,0,2200716,2020015,Nishi Tokyo shi,Tokyo to
2200717,2200717,田無,Tanashi,,,22007,13,1880011,西東京市田無町４-１-１,Nishi Tokyo shi Tanashi chou 4 - 1 - 1,139.539259,35.727307,0000-00-00,0000-00-00,0,2200717,1880011,Nishi Tokyo shi,Tokyo to
2200718,2200718,花小金井,Hanakoganei,,,22007,13,1870002,小平市花小金井１-１０-５,Kodaira shi Hanakoganei 1 - 10 - 5,139.513228,35.726129,0000-00-00,0000-00-00,0,2200718,1870002,Kodaira shi,Tokyo to
2200719,2200719,小平,Shouhei,,,22007,13,1870041,小平市美園町１-３４-１,Kodaira shi Misonochou 1 - 34 - 1,139.488491,35.736963,0000-00-00,0000-00-00,0,2200719,1870041,Kodaira shi,Tokyo to
2200720,2200720,久米川,Kumekawa,,,22007,13,1890013,東村山市栄町２-３-１,Higashimurayama shi Sakaechou 2 - 3 - 1,139.472653,35.749575,0000-00-00,0000-00-00,0,2200720,1890013,Higashimurayama shi,Tokyo to
2200721,2200721,東村山,Higashimurayama,,,22007,13,1890014,東村山市本町２-３-３２,Higashimurayama shi Honchou 2 - 3 - 32,139.465839,35.76006,0000-00-00,0000-00-00,0,2200721,1890014,Higashimurayama shi,Tokyo to
2200722,2200131,所沢,Tokorozawa,,,22007,11,3590037,所沢市くすのき台１-１４-５,Tokorozawa shi kusunoki dai 1 - 14 - 5,139.473324,35.786627,0000-00-00,0000-00-00,0,2200722,3590037,Tokorozawa shi,Saitama ken
2200723,2200723,航空公園,Koukuu kouen,,,22007,11,3590042,所沢市並木２-４-１,Tokorozawa shi namiki 2 - 4 - 1,139.465641,35.798272,0000-00-00,0000-00-00,0,2200723,3590042,Tokorozawa shi,Saitama ken
2200724,2200724,新所沢,ShinTokorozawa,,,22007,11,3591111,所沢市緑町１-２１-２５,Tokorozawa shi Midorichou 1 - 21 - 25,139.457069,35.805854,0000-00-00,0000-00-00,0,2200724,3591111,Tokorozawa shi,Saitama ken
2200725,2200725,入曽,Iri So,,,22007,11,3501316,狭山市南入曽５６７,Sayama shi Minami iri So 567,139.427304,35.832481,0000-00-00,0000-00-00,0,2200725,3501316,Sayama shi,Saitama ken
2200726,2200726,狭山市,Sayama shi,,,22007,11,3501305,狭山市入間川１-１-１,Sayama shi Irumagawa 1 - 1 - 1,139.413015,35.856936,0000-00-00,0000-00-00,0,2200726,3501305,Sayama shi,Saitama ken
2200727,2200727,新狭山,ShinSayama,,,22007,11,3501331,狭山市新狭山３-１２-１,Sayama shi shinSayama 3 - 12 - 1,139.433499,35.873993,0000-00-00,0000-00-00,0,2200727,3501331,Sayama shi,Saitama ken
2200728,2200728,南大塚,Minami Ootsuka,,,22007,11,3501165,川越市南台３-１４,Kawagoe shi Nandai 3 - 14,139.454189,35.889663,0000-00-00,0000-00-00,0,2200728,3501165,Kawagoe shi,Saitama ken
2200729,2200729,本川越,HonKawagoe,,,22007,11,3500043,川越市新富町１-２２,Kawagoe shi Shintomi chou 1 - 22,139.481125,35.913524,0000-00-00,0000-00-00,0,2200729,3500043,Kawagoe shi,Saitama ken
2200801,2200719,小平,Shouhei,,,22008,13,1870041,小平市美園町１-３４-１,Kodaira shi Misonochou 1 - 34 - 1,139.488491,35.736963,0000-00-00,0000-00-00,0,2200801,1870041,Kodaira shi,Tokyo to
2200802,2200802,萩山,Hagiyama,,,22008,13,1890012,東村山市萩山町２-１-１,Higashimurayama shi Hagiyama chou 2 - 1 - 1,139.476903,35.740759,0000-00-00,0000-00-00,0,2200802,1890012,Higashimurayama shi,Tokyo to
2200803,2200803,小川,Ogawa,,,22008,13,1870031,小平市小川東町１-２０-１,Kodaira shi Ogawa higashi machi 1 - 20 - 1,139.463493,35.737573,0000-00-00,0000-00-00,0,2200803,1870031,Kodaira shi,Tokyo to
2200804,2200804,東大和市,Higashiyamato shi,,,22008,13,2070022,東大和市桜が丘１-１４１５-１,Higashiyamato shi sakura ga oka 1 - 1415 - 1,139.434249,35.732829,0000-00-00,0000-00-00,0,2200804,2070022,Higashiyamato shi,Tokyo to
2200805,2200805,玉川上水,Tamagawa jousui,,,22008,13,1900002,立川市幸町６-３６-１,Tachikawa shi Saiwaichou 6 - 36 - 1,139.418435,35.731751,0000-00-00,0000-00-00,0,2200805,1900002,Tachikawa shi,Tokyo to
2200806,2200806,武蔵砂川,Musashi Sunagawa,,,22008,13,1900032,立川市上砂町５-４４-４,Tachikawa shijou Sunamachi 5 - 44 - 4,139.392319,35.728876,0000-00-00,0000-00-00,0,2200806,1900032,Tachikawa shi,Tokyo to
2200807,2200807,西武立川,Seibu Tachikawa,,,22008,13,1900034,立川市西砂町１-２１-２,Tachikawa shi nishi Sunamachi 1 - 21 - 2,139.370124,35.7262,0000-00-00,0000-00-00,0,2200807,1900034,Tachikawa shi,Tokyo to
2200808,1131506,拝島,Haijima,,,22008,13,1960003,昭島市松原町４丁目,Akishima shi Matsubara chou 4 choume,139.343468,35.721278,0000-00-00,0000-00-00,0,2200808,1960003,Akishima shi,Tokyo to
2200901,2200721,東村山,Higashimurayama,,,22009,13,1890014,東村山市本町２-３-３２,Higashimurayama shi Honchou 2 - 3 - 32,139.465839,35.76006,0000-00-00,0000-00-00,0,2200901,1890014,Higashimurayama shi,Tokyo to
2200902,2200902,西武園,Seibuen,,,22009,13,1890026,東村山市多摩湖町４-２９-１,Higashimurayama shi Tamako chou 4 - 29 - 1,139.448904,35.767684,0000-00-00,0000-00-00,0,2200902,1890026,Higashimurayama shi,Tokyo to
2201001,1131106,国分寺,Kokubunji,,,22010,13,1850012,東京都国分寺市本町二丁目1-23,Tokyo to Kokubunji shi Honchou ni choume 1 - 23,139.480841,35.700123,0000-00-00,0000-00-00,0,2201001,1850012,Kokubunji shi,Tokyo to
2201002,2201002,恋ヶ窪,Koi ga kubo,,,22010,13,1850003,東京都国分寺市戸倉一丁目1-4,Tokyo to Kokubunji shi Tokura ichi choume 1 - 4,139.463944,35.711385,0000-00-00,0000-00-00,0,2201002,1850003,Kokubunji shi,Tokyo to
2201003,2201003,鷹の台,Taka no dai,,,22010,13,1870024,小平市たかの台４５-４,Kodaira shi taka no dai 45 - 4,139.461155,35.723097,0000-00-00,0000-00-00,0,2201003,1870024,Kodaira shi,Tokyo to
2201004,2200803,小川,Ogawa,,,22010,13,1870031,小平市小川東町１-２０-１,Kodaira shi Ogawa higashi machi 1 - 20 - 1,139.463493,35.737573,0000-00-00,0000-00-00,0,2201004,1870031,Kodaira shi,Tokyo to
2201005,2200721,東村山,Higashimurayama,,,22010,13,1890014,東村山市本町２-３-３２,Higashimurayama shi Honchou 2 - 3 - 32,139.465839,35.76006,0000-00-00,0000-00-00,0,2201005,1890014,Higashimurayama shi,Tokyo to
2201101,1131106,国分寺,Kokubunji,,,22011,13,1850012,東京都国分寺市本町二丁目1-23,Tokyo to Kokubunji shi Honchou ni choume 1 - 23,139.479547,35.700836,0000-00-00,0000-00-00,0,2201101,1850012,Kokubunji shi,Tokyo to
2201102,2201102,一橋学園,Hitotsubashi gakuen,,,22011,13,1870045,小平市学園西町２-１-１,Kodaira shi gakuen Nishimachi 2 - 1 - 1,139.480039,35.72217,0000-00-00,0000-00-00,0,2201102,1870045,Kodaira shi,Tokyo to
2201103,2201103,青梅街道,Oume kaidou,,,22011,13,1870032,小平市小川町２-１８４６,Kodaira shi Ogawa chou 2 - 1846,139.476628,35.73098,0000-00-00,0000-00-00,0,2201103,1870032,Kodaira shi,Tokyo to
2201105,2200802,萩山,Hagiyama,,,22011,13,1890012,東村山市萩山町２-１-１,Higashimurayama shi Hagiyama chou 2 - 1 - 1,139.476903,35.740759,0000-00-00,0000-00-00,0,2201105,1890012,Higashimurayama shi,Tokyo to
2201106,2201106,八坂,Yasaka,,,22011,13,1890013,東村山市栄町３-１８-１,Higashimurayama shi Sakaechou 3 - 18 - 1,139.467676,35.744925,0000-00-00,0000-00-00,0,2201106,1890013,Higashimurayama shi,Tokyo to
2201107,2201107,武蔵大和,Musashi Yamato,,,22011,13,1890025,東村山市廻田町３-９-１９,Higashimurayama shi Meguru Tamachi 3 - 9 - 19,139.444008,35.756427,0000-00-00,0000-00-00,0,2201107,1890025,Higashimurayama shi,Tokyo to
2201108,2200601,多摩湖,Tamako,,,22011,13,1890026,東村山市多摩湖町３-１５-１８,Higashimurayama shi Tamako chou 3 - 15 - 18,139.442747,35.765881,0000-00-00,0000-00-00,0,2201108,1890026,Higashimurayama shi,Tokyo to
2201201,1131221,武蔵境,Musashi sakai,,,22012,13,1800022,武蔵野市境１丁目,Musashino shi Sakai 1 choume,139.543402,35.702083,0000-00-00,0000-00-00,0,2201201,1800022,Musashino shi,Tokyo to
2201202,2201202,新小金井,ShinKoganei,,,22012,13,1840011,小金井市東町４-２４-１,Koganei shi Higashi chou 4 - 24 - 1,139.526603,35.695908,0000-00-00,0000-00-00,0,2201202,1840011,Koganei shi,Tokyo to
2201203,2201203,多磨,Tama,,,22012,13,1830004,府中市紅葉丘３-４２-２,Fuchuu shi kouyoukyuu 3 - 42 - 2,139.51713,35.676821,0000-00-00,0000-00-00,0,2201203,1830004,Fuchuu shi,Tokyo to
2201204,2201204,白糸台,Shiraitodai,,,22012,13,1830011,府中市白糸台２-７１-６,Fuchuu shi Shiraitodai 2 - 71 - 6,139.509862,35.666517,0000-00-00,0000-00-00,0,2201204,1830011,Fuchuu shi,Tokyo to
2201205,2201205,競艇場前,Kyouteijou mae,,,22012,13,1830013,府中市小柳町４-１０-１１,Fuchuu shi koyanagi machi 4 - 10 - 11,139.499721,35.656232,0000-00-00,0000-00-00,0,2201205,1830013,Fuchuu shi,Tokyo to
2201206,2201206,是政,Koremasa,,,22012,13,1830014,府中市是政５-８-２,Fuchuu shi ze sei 5 - 8 - 2,139.488592,35.656242,0000-00-00,0000-00-00,0,2201206,1830014,Fuchuu shi,Tokyo to
2300101,2300101,京成上野,Keisei Ueno,,,23001,13,1100007,東京都台東区上野公園1-60,Tokyo to Taitou ku Ueno kouen 1 - 60,139.773571,35.711232,0000-00-00,0000-00-00,0,2300101,1100007,Taitou ku,Tokyo to
2300102,1130218,日暮里,Nippori,,,23001,13,1160013,東京都荒川区西日暮里二丁目,Tokyo to Arakawa ku Nishinippori ni choume,139.771287,35.727908,0000-00-00,0000-00-00,0,2300102,1160013,Arakawa ku,Tokyo to
2300103,2300103,新三河島,ShinMikawatou,,,23001,13,1160013,荒川区西日暮里６-２-１,Arakawa ku Nishinippori 6 - 2 - 1,139.773834,35.73714,0000-00-00,0000-00-00,0,2300103,1160013,Arakawa ku,Tokyo to
2300104,2300104,町屋,Machiya,,,23001,13,1160001,荒川区町屋１丁目,Arakawa ku machiya 1 choume,139.781499,35.742354,0000-00-00,0000-00-00,0,2300104,1160001,Arakawa ku,Tokyo to
2300105,2300105,千住大橋,Senju oohashi,,,23001,13,1200038,足立区千住橋戸町１１-１,Adachi ku Senju hashi Tomachi 11 - 1,139.796934,35.74243,0000-00-00,0000-00-00,0,2300105,1200038,Adachi ku,Tokyo to
2300106,2100208,京成関屋,Keisei Sekiya,,,23001,13,1200023,足立区千住曙町２-２,Adachi ku Senjuakebonochou 2 - 2,139.81183,35.744008,0000-00-00,0000-00-00,0,2300106,1200023,Adachi ku,Tokyo to
2300107,2300107,堀切菖蒲園,Horikiri Shoubuen,,,23001,13,1240006,葛飾区堀切５-１-１,Katsushika ku Horikiri 5 - 1 - 1,139.827545,35.747649,0000-00-00,0000-00-00,0,2300107,1240006,Katsushika ku,Tokyo to
2300108,2300108,お花茶屋,Ohana chaya,,,23001,13,1240005,葛飾区宝町２-３７-１,Katsushika ku Takaramachi 2 - 37 - 1,139.83988,35.747585,0000-00-00,0000-00-00,0,2300108,1240005,Katsushika ku,Tokyo to
2300109,2300109,青砥,Aoto,,,23001,13,1250062,東京都葛飾区青戸三丁目36番1号,Tokyo to Katsushika ku Aoto san choume 36 ban 1 gou,139.856292,35.745883,0000-00-00,0000-00-00,0,2300109,1250062,Katsushika ku,Tokyo to
2300110,2300110,京成高砂,Keisei Takasago,,,23001,13,1250054,東京都葛飾区高砂五丁目28-1,Tokyo to Katsushika ku Takasago go choume 28 - 1,139.866875,35.750932,0000-00-00,0000-00-00,0,2300110,1250054,Katsushika ku,Tokyo to
2300111,2300111,京成小岩,Keisei Koiwa,,,23001,13,1330051,江戸川区北小岩２-１０-９,Edogawa ku kita Koiwa 2 - 10 - 9,139.88371,35.742158,0000-00-00,0000-00-00,0,2300111,1330051,Edogawa ku,Tokyo to
2300112,2300112,江戸川,Edo kawa,,,23001,13,1330051,江戸川区北小岩３-２４-１５,Edogawa ku kita Koiwa 3 - 24 - 15,139.896226,35.737723,0000-00-00,0000-00-00,0,2300112,1330051,Edogawa ku,Tokyo to
2300113,2300113,国府台,Kounodai,,,23001,12,2720034,市川市市川３-３０-１,Ichikawa shi Ichikawa 3 - 30 - 1,139.90322,35.736301,0000-00-00,0000-00-00,0,2300113,2720034,Ichikawa shi,Chiba ken
2300114,2300114,市川真間,Ichikawa Mama,,,23001,12,2720826,市川市真間１-１１-１,Ichikawa shi Mama 1 - 11 - 1,139.911717,35.73121,0000-00-00,0000-00-00,0,2300114,2720826,Ichikawa shi,Chiba ken
2300115,2300115,菅野,Kanno,,,23001,12,2720824,市川市菅野２-７-１,Ichikawa shi Kanno 2 - 7 - 1,139.919413,35.728272,0000-00-00,0000-00-00,0,2300115,2720824,Ichikawa shi,Chiba ken
2300116,1131328,京成八幡,Keisei hachiman,,,23001,12,2720021,市川市八幡３-２-１,Ichikawa shi Yawata 3 - 2 - 1,139.92816,35.723811,0000-00-00,0000-00-00,0,2300116,2720021,Ichikawa shi,Chiba ken
2300117,2300117,鬼越,Onigori,,,23001,12,2720022,市川市鬼越１-４-５,Ichikawa shi Onigori 1 - 4 - 5,139.937932,35.719776,0000-00-00,0000-00-00,0,2300117,2720022,Ichikawa shi,Chiba ken
2300118,2300118,京成中山,Keisei Nakayama,,,23001,12,2730035,船橋市本中山１-９-１,Funabashi shi hon Nakayama 1 - 9 - 1,139.944203,35.716998,0000-00-00,0000-00-00,0,2300118,2730035,Funabashi shi,Chiba ken
2300119,2300119,東中山,Azuma Chuuzan,,,23001,12,2730036,船橋市東中山２-２-２２,Funabashi shi higashi Nakayama 2 - 2 - 22,139.952683,35.714385,0000-00-00,0000-00-00,0,2300119,2730036,Funabashi shi,Chiba ken
2300120,2300120,京成西船,Keisei Nishisen,,,23001,12,2730031,船橋市西船４-１５-２７,Funabashi shi Nishisen 4 - 15 - 27,139.958863,35.711627,0000-00-00,0000-00-00,0,2300120,2730031,Funabashi shi,Chiba ken
2300121,2300121,海神,Watatsumi,,,23001,12,2730021,船橋市海神５-１-２２,Funabashi shi watatsumi 5 - 1 - 22,139.971888,35.705888,0000-00-00,0000-00-00,0,2300121,2730021,Funabashi shi,Chiba ken
2300122,1131331,京成船橋,Keisei Funabashi,,,23001,12,2730005,船橋市本町１-５-１,Funabashi shi Honchou 1 - 5 - 1,139.985451,35.700161,0000-00-00,0000-00-00,0,2300122,2730005,Funabashi shi,Chiba ken
2300123,2300123,大神宮下,Oomiwa Miyashita,,,23001,12,2730003,船橋市宮本２-９-９,Funabashi shi Miyamoto 2 - 9 - 9,139.991431,35.693945,0000-00-00,0000-00-00,0,2300123,2730003,Funabashi shi,Chiba ken
2300124,2300124,船橋競馬場,Funabashi keibajou,,,23001,12,2730003,船橋市宮本８-４２-１,Funabashi shi Miyamoto 8 - 42 - 1,139.997998,35.689606,0000-00-00,0000-00-00,0,2300124,2730003,Funabashi shi,Chiba ken
2300125,2300125,谷津,Tanitsu,,,23001,12,2750026,習志野市谷津５-４-５,Narashino shi Tanitsu 5 - 4 - 5,140.007658,35.685257,0000-00-00,0000-00-00,0,2300125,2750026,Narashino shi,Chiba ken
2300126,2300126,京成津田沼,Keisei Tsudanuma,,,23001,12,2750016,習志野市津田沼３-１-１,Narashino shi Tsudanuma 3 - 1 - 1,140.024823,35.68364,0000-00-00,0000-00-00,0,2300126,2750016,Narashino shi,Chiba ken
2300127,2300127,京成大久保,Keisei Ookubo,,,23001,12,2750012,習志野市本大久保３-１０-１,Narashino shi hon Ookubo 3 - 10 - 1,140.048629,35.686016,0000-00-00,0000-00-00,0,2300127,2750012,Narashino shi,Chiba ken
2300128,2300128,実籾,Mimomi,,,23001,12,2750002,習志野市実籾町１-１-１,Narashino shi mimomi machi 1 - 1 - 1,140.068289,35.686852,0000-00-00,0000-00-00,0,2300128,2750002,Narashino shi,Chiba ken
2300129,2300129,八千代台,Hassen dai dai,,,23001,12,2760031,八千代市八千代台北１,Yachiyo shi Yachiyo Taihoku 1,140.090942,35.701465,0000-00-00,0000-00-00,0,2300129,2760031,Yachiyo shi,Chiba ken
2300130,2300130,京成大和田,Keisei Oowada,,,23001,12,2760045,八千代市大和田字小板橋３０８,Yachiyo shi Oowada ji Koitabashi 308,140.108578,35.712309,0000-00-00,0000-00-00,0,2300130,2760045,Yachiyo shi,Chiba ken
2300131,2300131,勝田台,Katsuta dai,,,23001,12,2760023,八千代市勝田台１-８-１,Yachiyo shi Katsuta dai 1 - 8 - 1,140.126053,35.715445,0000-00-00,0000-00-00,0,2300131,2760023,Yachiyo shi,Chiba ken
2300132,2300132,志津,Shizu,,,23001,12,2850846,佐倉市上志津１６６９,Sakura shijou Shizu 1669,140.144982,35.717406,0000-00-00,0000-00-00,0,2300132,2850846,Sakura shi,Chiba ken
2300133,2300133,ユーカリが丘,Yuukarigaoka,,,23001,12,2850858,佐倉市ユーカリが丘４-８-２,Sakura shi Yuukarigaoka 4 - 8 - 2,140.156354,35.721801,0000-00-00,0000-00-00,0,2300133,2850858,Sakura shi,Chiba ken
